date,stock_id,rank,turnover,per,yield,pbr
2015-01-05,2330,1,4459516134,15.82,2.14,3.78
2015-01-05,3481,2,3596163159,17.88,0.85,0.77
2015-01-05,3474,3,3586625885,7.56,0.0,3.48
2015-01-05,2409,4,2279454915,13.21,0.87,0.95
2015-01-05,3673,5,2233076546,,2.56,1.48
2015-01-05,2317,6,2210737580,11.08,3.44,1.5
2015-01-05,3008,7,1979137910,20.45,1.21,8.15
2015-01-05,2303,8,1755229886,22.76,3.28,0.9
2015-01-05,2408,9,1427536792,8.82,0.0,6.46
2015-01-05,1314,10,1207800377,,0.0,0.92
2015-01-05,2454,11,1148998364,16.19,3.25,3.13
2015-01-05,2498,12,1138295962,88.27,0.0,1.49
2015-01-05,2344,13,1122592165,20.09,0.0,1.12
2015-01-05,0061,14,1009315283,,,
2015-01-05,3034,15,844725986,16.97,3.41,4.09
2015-01-05,2474,16,838724113,12.84,1.96,2.25
2015-01-05,2882,17,720762769,12.47,4.31,1.47
2015-01-05,2618,18,692543088,,0.0,2.06
2015-01-05,2311,19,582181121,13.9,3.41,2.22
2015-01-05,2881,20,575835611,8.67,2.98,1.39
2015-01-05,6116,21,571476906,20.1,15.78,0.75
2015-01-05,3045,22,546514480,18.06,5.38,5.17
2015-01-05,2325,23,546182560,13.69,3.73,2.2
2015-01-05,4938,24,544412905,14.41,3.73,1.54
2015-01-05,2891,25,529709410,7.65,3.64,1.39
2015-01-05,2352,26,517125718,10.53,0.0,1.18
2015-01-05,2609,27,506277287,34.39,0.0,1.47
2015-01-05,2357,28,499972405,12.39,5.66,1.74
2015-01-05,2603,29,494854679,77.41,0.0,1.33
2015-01-05,1477,30,475950941,20.69,4.44,4.31
2015-01-05,2610,31,459923545,,0.0,1.61
2015-01-05,2412,32,459617744,18.13,4.86,2.03
2015-01-05,1303,33,448543220,14.42,2.97,1.65
2015-01-05,2002,34,423480546,21.72,3.4,1.39
2015-01-05,0050,35,417637764,,,
2015-01-05,1216,36,395523625,24.65,4.24,3.08
2015-01-05,2448,37,379269141,34.01,0.69,1.24
2015-01-05,4733,38,371118779,19.95,2.79,5.18
2015-01-05,2301,39,361252904,11.46,7.41,1.2
2015-01-05,4904,40,360775907,18.98,5.31,3.26
2015-01-05,8454,41,350903430,74.6,1.07,16.13
2015-01-05,2387,42,350265215,15.18,0.71,0.99
2015-01-05,2308,43,344497601,22.7,3.05,4.86
2015-01-05,2382,44,329280079,15.96,4.84,2.44
2015-01-05,2886,45,322511017,10.66,4.61,1.19
2015-01-05,1301,46,322023763,18.87,2.66,1.66
2015-01-05,2395,47,317927990,31.53,2.66,7.25
2015-01-05,6285,48,317692828,17.62,4.64,2.12
2015-01-05,3406,49,312477194,,0.0,1.36
2015-01-05,3189,50,282066746,12.32,3.33,1.76
2015-01-05,3576,51,277657776,25.43,0.99,1.17
2015-01-05,2312,52,276952017,10.56,0.0,1.31
2015-01-05,1326,53,275670460,19.47,3.79,1.42
2015-01-05,2354,54,268462452,16.34,1.75,1.6
2015-01-05,2912,55,268241513,27.31,2.51,9.92
2015-01-05,2324,56,265819108,18.99,4.38,1.04
2015-01-05,2887,57,259908694,8.08,10.97,0.98
2015-01-05,2105,58,258328796,14.44,4.04,2.96
2015-01-05,2368,59,257817934,,0.0,1.54
2015-01-05,3311,60,251314950,,4.8,0.91
2015-01-05,3231,61,240804907,17.97,6.96,1.06
2015-01-05,6214,62,231182824,21.42,4.85,1.17
2015-01-05,6505,63,230513664,22.32,3.71,2.63
2015-01-05,2883,64,225801240,15.0,3.98,0.91
2015-01-05,2356,65,219945123,11.0,7.46,1.41
2015-01-05,3545,66,213542091,36.04,5.24,1.87
2015-01-05,2439,67,209268160,14.73,3.73,3.68
2015-01-05,2888,68,204561879,14.77,6.66,0.87
2015-01-05,2390,69,204056780,,1.31,3.29
2015-01-05,2393,70,203774736,15.14,4.24,1.84
2015-01-05,2449,71,202746901,12.95,4.97,1.4
2015-01-05,9914,72,201757453,20.53,3.08,5.84
2015-01-05,8213,73,201110597,9.35,5.64,1.45
2015-01-05,2913,74,199361528,15.25,2.69,0.91
2015-01-05,2353,75,199171641,,0.0,1.0
2015-01-05,2499,76,198092775,19.16,1.21,1.6
2015-01-05,2402,77,190715819,10.95,1.86,1.47
2015-01-05,3514,78,186693902,131.39,0.0,0.75
2015-01-05,3533,79,182972960,12.61,2.36,1.91
2015-01-05,1476,80,172457401,28.82,2.33,9.76
2015-01-05,4915,81,172028030,14.18,2.05,2.0
2015-01-05,9921,82,169666070,26.24,2.18,5.7
2015-01-05,3057,83,169619649,15.95,4.22,2.62
2015-01-05,1319,84,165830856,18.78,2.93,1.33
2015-01-05,2207,85,165748786,27.94,2.71,7.6
2015-01-05,8215,86,165358170,8.71,0.87,2.53
2015-01-05,2436,87,162712870,35.58,0.53,2.53
2015-01-05,3006,88,158834128,14.27,3.86,2.12
2015-01-05,2049,89,158784118,29.11,1.14,5.69
2015-01-05,1711,90,158118372,18.89,3.58,1.88
2015-01-05,3698,91,153395873,29.95,3.99,1.38
2015-01-05,9802,92,150274437,19.43,3.94,1.24
2015-01-05,5871,93,147548726,12.7,3.85,2.68
2015-01-05,2483,94,145757901,14.94,5.84,1.27
2015-01-05,2890,95,145743472,8.35,8.8,0.98
2015-01-05,4960,96,145033198,8.46,2.94,1.43
2015-01-05,2885,97,144865599,9.68,5.88,0.94
2015-01-05,6271,98,142830760,11.29,6.36,1.86
2015-01-05,2231,99,139324718,34.18,2.52,12.87
2015-01-05,1447,100,139034078,17.43,7.97,0.98
2015-01-05,2379,101,138799684,13.27,4.72,2.59
2015-01-05,5264,102,135138003,11.76,5.01,2.38
2015-01-05,1522,103,135106742,30.56,0.0,1.3
2015-01-05,1304,104,134871788,25.36,3.38,1.08
2015-01-05,2892,105,134749221,12.92,6.45,1.15
2015-01-05,2497,106,134714030,15.49,3.15,3.78
2015-01-05,8105,107,133735300,73.06,0.0,0.81
2015-01-05,2801,108,133722446,13.01,4.46,1.21
2015-01-05,1402,109,133303449,15.07,4.15,0.84
2015-01-05,2059,110,133157854,24.77,1.84,6.1
2015-01-05,2332,111,130989381,37.06,6.35,0.93
2015-01-05,3017,112,130325967,13.48,1.64,1.1
2015-01-05,2823,113,130022004,13.71,3.07,1.54
2015-01-05,3450,114,129263363,11.63,4.21,3.7
2015-01-05,2458,115,128190273,12.82,7.38,2.66
2015-01-05,6202,116,124871191,17.31,5.69,3.46
2015-01-05,2880,117,124432815,13.44,5.68,1.17
2015-01-05,6239,118,124229806,,3.68,1.36
2015-01-05,2634,119,123820760,29.44,0.0,3.51
2015-01-05,4958,120,123382423,11.15,3.5,2.25
2015-01-05,1101,121,122244519,14.88,5.35,1.42
2015-01-05,5305,122,121986994,18.65,1.23,0.94
2015-01-05,2884,123,121457602,13.34,5.99,1.31
2015-01-05,1102,124,113776012,13.91,5.23,0.96
2015-01-05,2327,125,113627428,9.46,0.2,1.36
2015-01-05,9904,126,112092299,12.84,2.59,1.79
2015-01-05,3598,127,111250096,14.9,2.9,1.61
2015-01-05,9945,128,110430978,1.92,8.78,1.36
2015-01-05,2313,129,110367766,11.56,2.75,1.22
2015-01-05,2415,130,105754008,9.47,3.7,1.29
2015-01-05,9938,131,105147180,14.51,3.48,2.05
2015-01-05,2337,132,104545777,,0.0,1.0
2015-01-05,1704,133,103082019,,2.96,1.02
2015-01-05,2302,134,103078466,56.69,1.1,0.9
2015-01-05,1507,135,100824640,14.46,3.27,2.86
2015-01-05,2607,136,100454241,34.0,1.6,1.0
2015-01-05,3035,137,98961204,21.16,5.44,2.24
2015-01-05,3060,138,97868509,42.29,1.28,5.93
2015-01-05,3037,139,97299117,64.08,2.46,0.83
2015-01-05,1722,140,96780625,204.81,3.62,1.1
2015-01-05,1710,141,96480066,38.19,4.36,1.46
2015-01-05,2227,142,95537577,15.94,5.93,4.22
2015-01-05,8016,143,94863615,16.18,3.59,2.68
2015-01-05,6269,144,93338598,11.8,3.48,1.93
2015-01-05,2915,145,92875353,1.39,7.47,1.08
2015-01-05,1723,146,91354900,15.26,5.39,5.06
2015-01-05,2323,147,90813671,,0.0,0.43
2015-01-05,2615,148,89772390,13.06,2.84,1.89
2015-01-05,5388,149,89369149,17.76,3.8,2.89
2015-01-05,2369,150,87567250,22.13,4.72,0.89
2015-04-01,2330,1,5643680541,14.15,3.13,3.57
2015-04-01,2317,2,3794649871,10.39,3.27,1.46
2015-04-01,2474,3,2351074724,14.52,1.45,2.71
2015-04-01,2454,4,2272335420,14.14,3.58,2.65
2015-04-01,3008,5,2155123650,18.87,1.04,7.94
2015-04-01,2448,6,1824529505,28.42,1.77,0.88
2015-04-01,3673,7,1760554725,251.19,2.36,1.54
2015-04-01,2325,8,1403893930,13.43,5.94,2.18
2015-04-01,2311,9,1343627013,13.71,4.77,2.15
2015-04-01,2409,10,1243012182,8.61,3.17,0.84
2015-04-01,3474,11,1110858296,5.02,0.0,2.28
2015-04-01,1589,12,1055229305,20.37,3.27,2.57
2015-04-01,2308,13,889211762,22.97,3.08,4.62
2015-04-01,1476,14,888116162,35.93,1.93,11.39
2015-04-01,2498,15,853387147,75.98,0.0,1.4
2015-04-01,2881,16,820603473,9.42,2.7,1.39
2015-04-01,2382,17,804272337,15.1,5.41,2.15
2015-04-01,9904,18,793326900,15.39,2.22,1.88
2015-04-01,4938,19,777871425,15.25,4.89,1.67
2015-04-01,2618,20,737408062,,0.0,2.2
2015-04-01,3060,21,731040681,28.49,2.28,4.1
2015-04-01,2049,22,651057769,24.46,1.56,4.55
2015-04-01,2354,23,650586748,12.37,1.78,1.42
2015-04-01,3017,24,624612240,13.83,3.51,1.22
2015-04-01,4733,25,611586376,27.95,2.87,7.7
2015-04-01,2882,26,595473830,12.5,4.06,1.43
2015-04-01,3481,27,577607618,7.13,0.9,0.68
2015-04-01,6605,28,576414060,13.9,2.86,2.24
2015-04-01,0050,29,565367472,,,
2015-04-01,6269,30,558642576,13.32,2.74,2.2
2015-04-01,0061,31,538892203,,,
2015-04-01,1101,32,514093162,15.07,5.72,1.36
2015-04-01,2105,33,508633491,14.37,4.23,2.62
2015-04-01,9910,34,497245972,35.27,2.13,10.03
2015-04-01,1216,35,480863377,25.29,3.49,3.06
2015-04-01,3034,36,463925292,13.63,3.72,3.48
2015-04-01,2395,37,463517225,30.17,2.67,6.63
2015-04-01,3311,38,426612831,,4.43,1.08
2015-04-01,2412,39,421940279,19.82,4.92,2.1
2015-04-01,3450,40,417852998,13.66,4.87,4.23
2015-04-01,4915,41,417486139,12.29,4.15,2.07
2015-04-01,6176,42,410246415,11.8,7.41,1.8
2015-04-01,2357,43,406885971,11.94,5.43,1.42
2015-04-01,2912,44,398235894,26.54,3.02,9.09
2015-04-01,2313,45,388114010,11.86,3.03,1.25
2015-04-01,2891,46,378677416,8.0,3.58,1.37
2015-04-01,3576,47,375352640,108.08,0.71,1.13
2015-04-01,1303,48,354783126,17.08,3.36,1.7
2015-04-01,2303,49,353381753,15.72,3.61,0.86
2015-04-01,8454,50,343376495,33.68,3.06,6.25
2015-04-01,2603,51,340131345,68.09,0.86,1.32
2015-04-01,9938,52,324827848,23.31,2.61,3.39
2015-04-01,3019,53,324194302,,0.0,1.03
2015-04-01,2356,54,321480173,11.21,7.21,1.38
2015-04-01,3231,55,318938074,18.41,7.49,0.94
2015-04-01,2883,56,316570257,14.59,3.76,0.93
2015-04-01,2002,57,310962992,17.87,3.91,1.3
2015-04-01,3406,58,301279512,,0.0,1.36
2015-04-01,2406,59,294257596,2790.0,0.0,1.57
2015-04-01,6505,60,285801214,71.16,1.26,2.69
2015-04-01,1301,61,284897701,26.33,2.28,1.66
2015-04-01,2890,62,276027100,9.45,9.58,0.98
2015-04-01,2886,63,271810166,10.62,4.3,1.23
2015-04-01,3045,64,271677274,19.78,5.14,4.92
2015-04-01,2610,65,266457129,,0.0,1.72
2015-04-01,2885,66,264860439,9.6,5.85,0.93
2015-04-01,2393,67,263609144,13.85,5.71,1.72
2015-04-01,4904,68,263248230,21.28,5.01,3.36
2015-04-01,2884,69,261784690,12.89,7.03,1.27
2015-04-01,3054,70,259452897,175.36,0.41,2.12
2015-04-01,2542,71,256377358,6.49,9.43,2.15
2015-04-01,1477,72,255164744,25.36,3.39,5.27
2015-04-01,4426,73,254765147,24.79,2.87,4.63
2015-04-01,2324,74,253557735,15.8,5.86,1.1
2015-04-01,2316,75,245483865,15.78,8.26,0.9
2015-04-01,2609,76,241013011,127.14,0.0,1.51
2015-04-01,5264,77,237124720,11.39,5.45,1.98
2015-04-01,3035,78,227622701,27.71,4.38,2.71
2015-04-01,3698,79,225753006,26.73,3.93,1.13
2015-04-01,5871,80,225225718,12.5,4.11,2.48
2015-04-01,1326,81,223816448,38.67,1.72,1.46
2015-04-01,3005,82,221380662,12.72,5.21,0.84
2015-04-01,2892,83,211870339,12.27,6.43,1.12
2015-04-01,4958,84,211068414,10.87,4.04,2.29
2015-04-01,5880,85,208282877,13.98,5.7,0.92
2015-04-01,2455,86,206134313,20.05,5.25,2.68
2015-04-01,3665,87,205613702,18.03,4.3,2.69
2015-04-01,6153,88,203022858,24.8,2.03,1.23
2015-04-01,1702,89,199751066,18.04,3.05,3.36
2015-04-01,9939,90,197634366,15.81,4.25,1.44
2015-04-01,2887,91,196623175,77.94,10.64,1.11
2015-04-01,1558,92,196338713,13.43,4.89,2.76
2015-04-01,2301,93,194933580,14.37,5.04,1.24
2015-04-01,1707,94,194579638,19.06,3.84,5.85
2015-04-01,2353,95,192116210,31.15,0.0,0.92
2015-04-01,2327,96,190373232,11.31,0.15,1.71
2015-04-01,2615,97,188203291,16.1,2.1,2.38
2015-04-01,8150,98,186695826,11.6,4.98,2.11
2015-04-01,1590,99,185689230,23.39,2.18,4.18
2015-04-01,3022,100,184900902,12.26,4.52,2.51
2015-04-01,2841,101,183786172,1.92,4.26,0.65
2015-04-01,2929,102,182075774,10.55,4.01,2.54
2015-04-01,6230,103,176289070,15.76,3.85,2.8
2015-04-01,2833,104,175560674,14.2,0.0,1.61
2015-04-01,8429,105,175390000,8.64,5.47,1.74
2015-04-01,6415,106,175311505,24.64,1.57,5.62
2015-04-01,6452,107,174068318,11.57,0.0,2.82
2015-04-01,1909,108,172248528,12.48,6.87,0.73
2015-04-01,3014,109,171857206,16.52,5.19,1.64
2015-04-01,2355,110,166731505,14.04,3.52,1.75
2015-04-01,3702,111,166581830,11.35,5.77,1.46
2015-04-01,5269,112,166516500,51.98,1.43,9.52
2015-04-01,9914,113,165160042,21.59,2.69,6.02
2015-04-01,2331,114,165004404,12.89,15.58,1.11
2015-04-01,2312,115,162123718,8.19,0.0,1.16
2015-04-01,1102,116,157450194,14.1,5.61,0.93
2015-04-01,3593,117,156540853,,0.0,1.7
2015-04-01,8341,118,156129112,22.37,3.24,4.64
2015-04-01,2903,119,153130186,24.02,3.89,1.16
2015-04-01,2231,120,151887890,35.28,2.07,13.41
2015-04-01,5522,121,151658419,6.04,10.5,0.76
2015-04-01,3682,122,151384850,,3.27,1.48
2015-04-01,1537,123,147273730,14.22,5.65,3.09
2015-04-01,2449,124,144286810,13.0,6.44,1.45
2015-04-01,2383,125,139586817,11.17,4.6,2.11
2015-04-01,8046,126,137711579,20.8,2.5,0.87
2015-04-01,3686,127,135835178,,0.0,0.78
2015-04-01,9945,128,135312095,8.6,9.23,1.09
2015-04-01,1340,129,133934508,10.55,4.48,1.95
2015-04-01,2385,130,131491376,13.97,5.43,2.58
2015-04-01,2379,131,126273677,12.81,5.06,2.26
2015-04-01,2458,132,125980039,14.78,6.81,2.8
2015-04-01,9802,133,125637712,24.62,3.4,1.71
2015-04-01,6239,134,125312454,12.73,5.59,1.31
2015-04-01,8213,135,125199289,9.19,5.61,1.36
2015-04-01,1210,136,124254140,15.12,3.89,1.27
2015-04-01,2059,137,121108809,25.29,1.56,6.53
2015-04-01,8422,138,119571368,18.72,4.53,4.19
2015-04-01,3533,139,119084980,11.8,4.04,1.64
2015-04-01,6197,140,118869073,22.2,5.45,1.8
2015-04-01,2436,141,118483062,35.64,2.69,2.47
2015-04-01,1227,142,117526001,26.79,3.22,4.65
2015-04-01,1452,143,116998982,17.98,4.25,1.43
2015-04-01,6504,144,115643413,28.67,1.69,5.14
2015-04-01,8016,145,114667251,18.34,4.11,3.29
2015-04-01,2337,146,113702448,,0.0,1.18
2015-04-01,3006,147,112786181,11.34,5.39,1.93
2015-04-01,4952,148,112564438,15.28,5.72,2.3
2015-04-01,2420,149,111327216,13.13,6.94,2.86
2015-04-01,6206,150,111265820,17.94,4.63,4.22
2015-07-01,2330,1,4704327416,12.39,3.19,3.25
2015-07-01,2474,2,3646330116,15.45,1.53,3.04
2015-07-01,6269,3,3032752765,14.85,1.82,3.02
2015-07-01,2354,4,2956845645,13.56,2.19,1.94
2015-07-01,3008,5,2655104675,23.68,1.39,9.76
2015-07-01,2317,6,2484753850,10.25,4.39,1.53
2015-07-01,2454,7,1724941442,15.38,5.15,2.64
2015-07-01,3673,8,1313811841,,0.27,1.4
2015-07-01,3474,9,1214105950,3.33,0.0,1.31
2015-07-01,2882,10,1138256160,11.96,3.81,1.45
2015-07-01,4958,11,1130203192,11.94,3.57,2.4
2015-07-01,5269,12,1095090682,69.0,1.15,11.47
2015-07-01,3665,13,856565077,22.41,3.11,3.68
2015-07-01,2498,14,770131806,16.71,0.51,0.78
2015-07-01,2881,15,767890009,9.42,4.9,1.42
2015-07-01,2311,16,746120991,13.03,4.75,2.16
2015-07-01,3706,17,731612200,19.33,2.21,0.74
2015-07-01,9910,18,689873802,30.97,2.29,8.75
2015-07-01,3481,19,670026884,5.31,4.35,0.68
2015-07-01,9802,20,648917278,25.22,2.89,1.98
2015-07-01,2308,21,635317438,19.15,4.27,3.63
2015-07-01,2455,22,605876715,22.83,4.09,3.31
2015-07-01,2409,23,604893355,5.92,3.61,0.72
2015-07-01,2412,24,594908900,19.6,4.96,2.03
2015-07-01,6214,25,591868375,24.7,7.07,1.27
2015-07-01,5264,26,590386487,13.97,3.72,2.28
2015-07-01,1536,27,567910601,32.25,2.01,7.12
2015-07-01,2891,28,547695670,8.91,6.71,1.54
2015-07-01,4938,29,516535925,13.0,4.51,1.67
2015-07-01,2303,30,509755593,11.13,4.15,0.74
2015-07-01,2383,31,502220440,10.36,4.17,2.19
2015-07-01,2883,32,498818248,16.37,5.02,1.03
2015-07-01,2886,33,486505570,11.43,5.02,1.3
2015-07-01,0061,34,453886098,,,
2015-07-01,6285,35,447847466,18.9,3.17,2.58
2015-07-01,4733,36,446801459,30.98,2.18,9.43
2015-07-01,1227,37,428108149,26.67,2.85,5.09
2015-07-01,3034,38,427922316,12.02,6.62,3.06
2015-07-01,0050,39,424660570,,,
2015-07-01,2357,40,422261290,12.06,5.57,1.31
2015-07-01,6197,41,421423840,23.41,5.43,1.8
2015-07-01,5871,42,378354306,12.01,4.18,2.34
2015-07-01,6505,43,377318006,532.0,1.07,3.15
2015-07-01,1589,44,377143280,22.55,2.74,2.83
2015-07-01,1216,45,373173447,26.36,3.31,3.1
2015-07-01,1303,46,365698220,19.01,3.16,1.79
2015-07-01,2885,47,365293368,10.06,5.42,0.98
2015-07-01,3029,48,364658575,17.39,3.76,1.74
2015-07-01,3045,49,360584330,19.41,5.33,4.48
2015-07-01,2325,50,352067182,12.07,6.32,1.97
2015-07-01,3231,51,351057198,14.94,6.28,0.85
2015-07-01,6176,52,349620959,16.09,4.76,2.2
2015-07-01,6456,53,347365004,28.37,1.51,5.55
2015-07-01,2448,54,342848984,13.06,2.02,0.77
2015-07-01,2439,55,340788145,13.13,6.54,2.2
2015-07-01,2379,56,319804105,10.98,7.24,1.85
2015-07-01,1707,57,292522848,25.83,2.71,7.7
2015-07-01,2603,58,291014395,13.17,1.2,0.92
2015-07-01,4904,59,290777786,21.29,5.05,3.2
2015-07-01,1301,60,282467338,32.07,2.34,1.59
2015-07-01,1326,61,276527219,68.52,1.62,1.54
2015-07-01,1476,62,270295095,43.05,1.59,12.91
2015-07-01,2002,63,269331094,15.58,4.12,1.21
2015-07-01,3450,64,268434998,15.91,4.01,4.77
2015-07-01,2324,65,268423488,9.11,6.38,1.0
2015-07-01,1464,66,265583713,6.78,4.99,1.94
2015-07-01,6414,67,260081108,38.3,1.64,9.68
2015-07-01,6239,68,260059308,14.95,4.52,1.58
2015-07-01,3406,69,259564003,,0.0,0.96
2015-07-01,9945,70,258714689,8.05,8.15,2.07
2015-07-01,2618,71,258559989,49.76,0.0,1.73
2015-07-01,2395,72,255365980,27.48,2.78,5.86
2015-07-01,2353,73,250742655,24.0,0.0,0.74
2015-07-01,2823,74,249847149,11.65,2.21,1.17
2015-07-01,2405,75,249769790,,0.0,0.91
2015-07-01,2485,76,240068833,22.06,4.3,1.54
2015-07-01,2105,77,239727123,13.86,4.49,2.4
2015-07-01,9938,78,235971058,25.34,2.33,3.69
2015-07-01,3030,79,235753028,11.58,6.04,2.81
2015-07-01,6415,80,235234896,29.58,1.17,7.13
2015-07-01,1101,81,228628422,15.04,6.23,1.25
2015-07-01,1539,82,217835037,18.15,2.1,3.16
2015-07-01,6166,83,217373140,29.59,2.59,5.28
2015-07-01,8016,84,216474609,16.77,4.19,3.08
2015-07-01,2049,85,216444705,22.51,1.7,4.04
2015-07-01,2892,86,215673514,12.04,7.14,1.11
2015-07-01,9904,87,207972941,13.29,3.44,1.73
2015-07-01,2382,88,206632249,15.54,5.55,2.05
2015-07-01,2316,89,203665443,14.95,5.12,1.39
2015-07-01,2610,90,199786443,18.73,0.0,1.36
2015-07-01,3005,91,195878958,11.07,5.46,1.01
2015-07-01,3023,92,194306862,14.73,4.75,2.35
2015-07-01,2301,93,186768435,12.35,5.66,1.09
2015-07-01,3037,94,183516207,,3.06,0.56
2015-07-01,4426,95,182328971,35.02,1.54,7.89
2015-07-01,2390,96,180487957,,0.0,2.22
2015-07-01,4934,97,180185894,53.23,3.03,1.02
2015-07-01,2393,98,177514556,11.27,6.62,1.46
2015-07-01,3060,99,177238354,19.25,3.02,3.08
2015-07-01,3533,100,171526012,9.78,5.39,1.21
2015-07-01,2887,101,170257386,92.14,0.78,1.04
2015-07-01,3694,102,168070758,,0.0,1.89
2015-07-01,2458,103,167620661,13.06,8.11,2.29
2015-07-01,2408,104,164307204,4.4,3.88,2.59
2015-07-01,2915,105,161773920,8.38,8.52,2.28
2015-07-01,6452,106,161536170,15.11,4.49,2.24
2015-07-01,3376,107,159613422,13.4,4.2,1.52
2015-07-01,2820,108,159230841,11.46,6.1,0.72
2015-07-01,2609,109,159176292,14.67,0.0,0.94
2015-07-01,9921,110,158345388,24.91,2.49,5.03
2015-07-01,2228,111,158225174,20.69,2.43,3.86
2015-07-01,4137,112,157363350,22.03,3.37,4.74
2015-07-01,6286,113,154473224,17.7,4.1,3.58
2015-07-01,6282,114,152704924,13.21,6.27,1.47
2015-07-01,2313,115,148155974,10.48,3.23,1.15
2015-07-01,3576,116,147249855,,0.81,1.02
2015-07-01,2402,117,146312043,11.31,7.72,1.13
2015-07-01,1312,118,144190236,40.31,1.52,1.14
2015-07-01,2385,119,142907641,14.11,5.47,2.53
2015-07-01,9914,120,142454477,18.24,3.35,4.93
2015-07-01,2231,121,140137176,32.8,1.92,12.75
2015-07-01,1102,122,138313136,13.03,6.05,0.83
2015-07-01,6451,123,137104050,20.09,4.26,3.03
2015-07-01,2059,124,134623680,22.8,2.17,5.35
2015-07-01,1477,125,134414169,27.58,2.88,5.83
2015-07-01,5388,126,134022662,15.59,4.75,2.25
2015-07-01,5305,127,133664271,16.34,4.11,0.92
2015-07-01,6153,128,133138912,33.35,2.39,1.06
2015-07-01,2401,129,129972581,10.45,3.48,1.03
2015-07-01,3035,130,126090087,22.57,3.93,2.22
2015-07-01,2912,131,125787204,27.18,3.26,7.83
2015-07-01,3514,132,123875403,,0.0,0.66
2015-07-01,9943,133,120828575,11.4,6.54,2.41
2015-07-01,1339,134,119934300,21.87,2.38,2.22
2015-07-01,3545,135,119564370,,0.89,1.18
2015-07-01,1455,136,119329096,,1.39,1.19
2015-07-01,2497,137,118661324,14.54,5.01,3.12
2015-07-01,2723,138,118518540,42.59,0.75,3.31
2015-07-01,2542,139,118085754,5.42,9.4,1.98
2015-07-01,4119,140,116604969,18.29,4.27,2.32
2015-07-01,2107,141,116310878,4.47,9.52,1.1
2015-07-01,2884,142,115905902,13.89,6.28,1.34
2015-07-01,2456,143,115495769,19.32,3.67,2.45
2015-07-01,2377,144,114059716,8.81,9.62,1.04
2015-07-01,2392,145,112990921,16.06,3.61,1.1
2015-07-01,2615,146,112149651,8.09,8.21,1.44
2015-07-01,2890,147,111346950,9.48,9.08,1.01
2015-07-01,3017,148,111258463,11.51,3.75,1.13
2015-07-01,8404,149,110990600,16.05,4.02,1.55
2015-07-01,1537,150,110868140,18.6,4.28,3.91
2015-10-01,2330,1,7046980737,11.0,3.37,3.25
2015-10-01,3008,2,5382435455,15.1,2.06,6.84
2015-10-01,2891,3,3248235206,9.24,9.47,1.14
2015-10-01,2454,4,2705994204,10.51,8.78,1.74
2015-10-01,2474,5,2599917971,12.88,1.7,2.75
2015-10-01,2317,6,2387878433,8.86,5.01,1.42
2015-10-01,2882,7,1341496754,9.49,4.42,1.33
2015-10-01,3474,8,1305380130,3.26,0.0,1.09
2015-10-01,2881,9,1296335788,7.17,5.71,1.4
2015-10-01,2308,10,1238047633,20.86,4.23,4.24
2015-10-01,2498,11,1081666092,,0.6,0.74
2015-10-01,3673,12,1066017560,,0.58,0.6
2015-10-01,6269,13,877466937,10.0,2.17,1.99
2015-10-01,3665,14,876797178,19.36,3.56,3.42
2015-10-01,2311,15,823725918,11.84,5.56,1.93
2015-10-01,2412,16,792938628,19.47,4.92,2.2
2015-10-01,1216,17,787141040,25.0,3.13,3.45
2015-10-01,9904,18,780432767,13.42,2.94,2.14
2015-10-01,2325,19,779378448,10.14,7.34,1.87
2015-10-01,2618,20,759431688,24.38,0.0,1.55
2015-10-01,0050,21,756664703,,,
2015-10-01,4733,22,688052154,19.5,3.64,6.43
2015-10-01,4938,23,673441663,9.99,4.91,1.58
2015-10-01,1464,24,628847804,7.88,4.14,2.32
2015-10-01,4426,25,628701984,28.85,1.4,8.15
2015-10-01,2354,26,572457756,9.58,2.75,1.56
2015-10-01,2357,27,567668286,11.46,5.9,1.31
2015-10-01,1476,28,560604413,39.11,1.54,15.09
2015-10-01,3034,29,546159720,8.85,9.35,2.56
2015-10-01,9910,30,542295065,32.93,1.94,11.61
2015-10-01,2382,31,535955471,12.78,7.02,1.8
2015-10-01,4915,32,534951582,12.03,4.17,2.09
2015-10-01,1536,33,510510650,29.72,1.96,7.87
2015-10-01,1303,34,508007495,13.57,4.09,1.47
2015-10-01,3481,35,491553692,3.18,6.73,0.44
2015-10-01,6176,36,474158307,17.41,5.42,2.18
2015-10-01,2884,37,466985041,12.03,6.75,1.24
2015-10-01,5388,38,441927646,18.58,3.75,3.14
2015-10-01,1457,39,431448152,8.65,2.04,0.97
2015-10-01,1301,40,426099994,20.86,2.41,1.6
2015-10-01,1460,41,420812865,18.49,4.07,1.63
2015-10-01,2409,42,414410815,4.13,5.07,0.51
2015-10-01,2303,43,413690484,8.58,5.05,0.62
2015-10-01,3045,44,411077144,18.73,5.6,5.22
2015-10-01,2886,45,403639233,9.5,6.19,1.1
2015-10-01,2892,46,401833654,10.03,8.91,0.91
2015-10-01,2448,47,391379869,10.97,3.2,0.49
2015-10-01,2379,48,385528416,9.22,10.38,1.48
2015-10-01,6285,49,372801590,14.23,4.14,2.06
2015-10-01,2610,50,365797966,10.87,0.0,1.17
2015-10-01,5269,51,363298650,58.12,1.9,7.81
2015-10-01,2231,52,353036626,30.75,2.36,14.4
2015-10-01,1326,53,349346523,26.71,1.74,1.47
